走向,zou3 xiang4
桑眼,sang3 yan3
桑海,Sang1 hai3
桑树,sang1 shu4
桑椹,sang1 shen4
双误,shuang1 wu4
桑植,Sang1 zhi2
桑梓,sang1 zi3
内情,nei4 qing2
桑日,Sang1 ri4
桑拿,sang1 na2
络绎,luo4 yi4
内急,nei4 ji2
绚烂,xuan4 lan4
绚丽,xuan4 li4
桑巴,sang1 ba1
双赢,shuang1 ying2
内心,nei4 xin1
内径,nei4 jing4
给予,ji3 yu3
给事,gei3 shi4
内弟,nei4 di4
内建,nei4 jian4
给以,gei3 yi3
桐乡,Tong2 xiang1
桐油,tong2 you2
给力,gei3 li4
桐梓,Tong2 zi3
给定,gei3 ding4
给与,ji3 yu3
桐柏,Tong2 bai3
内廷,nei4 ting2
绒布,rong2 bu4
桐庐,Tong2 lu2
绒毛,rong2 mao2
桐城,Tong2 cheng2
桐人,tong2 ren2
双足,shuang1 zu2
桎梏,zhi4 gu4
内幕,nei4 mu4
绒线,rong2 xian4
双轨,shuang1 gui3
双辽,Shuang1 liao2
桌面,zhuo1 mian4
桌游,zhuo1 you2
桌球,zhuo1 qiu2
桌灯,zhuo1 deng1
内层,nei4 ceng2
桌案,zhuo1 an4
桌布,zhuo1 bu4
桌巾,zhuo1 jin1
桌子,zhuo1 zi5
絮叨,xu4 dao5
絮嘴,xu4 zui3
絮棉,xu4 mian2
双边,shuang1 bian1
内容,nei4 rong2
絮烦,xu4 fan2
桉树,an1 shu4
内室,nei4 shi4
案验,an4 yan4
案首,an4 shou3
案头,an4 tou2
案语,an4 yu3
案称,an4 cheng4
案发,an4 fa1
絮片,xu4 pian4
案由,an4 you2
案板,an4 ban3
案文,an4 wen2
案情,an4 qing2
案子,an4 zi5
案卷,an4 juan4
絮球,xu4 qiu2
絮絮,xu4 xu5
案例,an4 li4
案件,an4 jian4
内定,nei4 ding4
框框,kuang4 kuang4
框架,kuang4 jia4
框子,kuang4 zi5
框图,kuang4 tu2
内存,nei4 cun2
桅竿,wei2 gan1
桅杆,wei2 gan1
内奸,nei4 jian1
桄榔,guang1 lang2
内外,nei4 wai4
双重,shuang1 chong2
絮聒,xu4 guo1
絮语,xu4 yu3
絮说,xu4 shuo1
内场,nei4 chang3
双键,shuang1 jian4
统一,tong3 yi1
统共,tong3 gong4
统制,tong3 zhi4
统属,tong3 shu3
统帅,tong3 shuai4
桃色,tao2 se4
桃红,tao2 hong2
统建,tong3 jian4
统御,tong3 yu4
桃源,tao2 yuan2
桃源,Tao2 yuan2
统感,tong3 gan3
桃江,Tao2 jiang1
桃汛,tao2 xun4
桃树,tao2 shu4
桃心,tao2 xin1
统战,tong3 zhan4
桃山,Tao2 shan1
桃子,tao2 zi5
统摄,tong3 she4
桃城,Tao2 cheng2
统揽,tong3 lan3
统治,tong3 zhi4
统独,tong3 du2
统率,tong3 shuai4
桃园,Tao2 yuan2
桃仁,tao2 ren2
内埔,Nei4 bu4
桂鱼,gui4 yu2
统称,tong3 cheng1
桂阳,Gui4 yang2
桂花,gui4 hua1
统管,tong3 guan3
统筹,tong3 chou2
桂皮,gui4 pi2
桂格,Gui4 ge2
桂枝,gui4 zhi1
统统,tong3 tong3
统考,tong3 kao3
统舱,tong3 cang1
桂林,Gui4 lin2
统计,tong3 ji4
桂东,Gui4 dong1
统读,tong3 du2
桂平,Gui4 ping2
桂圆,gui4 yuan2
统货,tong3 huo4
桂冠,gui4 guan1
内城,nei4 cheng2
内地,nei4 di4
统购,tong3 gou4
桁杨,hang2 yang2
桁梁,heng2 liang2
桁架,heng2 jia4
内地,Nei4 di4
双链,shuang1 lian4
统辖,tong3 xia2
统通,tong3 tong1
桀王,Jie2 Wang2
双开,shuang1 kai1
统配,tong3 pei4
栽赃,zai1 zang1
统销,tong3 xiao1
栽种,zai1 zhong4
栽植,zai1 zhi2
栽子,zai1 zi5
栽培,zai1 pei2
双关,shuang1 guan1
统铺,tong3 pu4
统领,tong3 ling3
统驭,tong3 yu4
格斗,ge2 dou4
双阳,Shuang1 yang2
丝巾,si1 jin1
格雷,Ge2 lei2
丝带,si1 dai4
丝柏,si1 bo2
丝毫,si1 hao2
丝状,si1 zhuang4
格调,ge2 diao4
格言,ge2 yan2
丝瓜,si1 gua1
丝竹,si1 zhu2
丝绦,si1 tao1
丝绒,si1 rong2
丝绸,si1 chou2
丝网,si1 wang3
格致,ge2 zhi4
格网,ge2 wang3
格筛,ge2 shai1
丝绵,si1 mian2
丝线,si1 xian4
格物,ge2 wu4
丝缕,si1 lu:3
丝袜,si1 wa4
丝足,si1 zu2
丝路,si1 lu4
丝雨,si1 yu3
双面,shuang1 mian4
内在,nei4 zai4
绛紫,jiang4 zi3
绛县,Jiang4 xian4
格格,ge2 ge5
双飞,shuang1 fei1
双鱼,Shuang1 yu2
不妨,bu4 fang2
内向,nei4 xiang4
内参,nei4 can1
鳕鱼,xue3 yu2
内化,nei4 hua4
雏儿,chu2 er2
内务,nei4 wu4
绑住,bang3 zhu4
格林,Ge2 lin2
绑匪,bang3 fei3
绑定,bang3 ding4
绑带,bang3 dai4
绑架,bang3 jia4
绑票,bang3 piao4
格拉,Ge2 la1
绑扎,bang3 za1
格律,ge2 lu:4
绑缚,bang3 fu4
绑腿,bang3 tui3
绑走,bang3 zou3
格式,ge2 shi4
格局,ge2 ju2
雏型,chu2 xing2
雏妓,chu2 ji4
雏形,chu2 xing2
格子,ge2 zi5
格外,ge2 wai4
雏燕,chu2 yan4
格勒,ge2 le4
格力,Ge2 li4
雏菊,chu2 ju2
内兄,nei4 xiong1
内伤,nei4 shang1
内人,nei4 ren2
根须,gen1 xu1
根音,gen1 yin1
根除,gen1 chu2
内乱,nei4 luan4
根号,gen1 hao4
根茎,gen1 jing1
根茬,gen1 cha2
根绝,gen1 jue2
根系,gen1 xi4
内丹,nei4 dan1
根特,Gen1 te4
根源,gen1 yuan2
雏鸡,chu2 ji1
根治,gen1 zhi4
绥中,Sui2 zhong1
根河,Gen1 he2
绥化,Sui2 hua4
根柢,gen1 di3
绥宁,Sui2 ning2
根本,gen1 ben3
绥德,Sui2 de2
绥江,Sui2 jiang1
根据,gen1 ju4
根式,gen1 shi4
根底,gen1 di3
根基,gen1 ji1
内丘,Nei4 qiu1
绥滨,Sui2 bin1
绥棱,Sui2 leng2
绥远,Sui2 yuan3
绥阳,Sui2 yang2
绥靖,sui2 jing4
不妥,bu4 tuo3
核电,he2 dian4
入党,ru4 dang3
雏凤,chu2 feng4
经世,jing1 shi4
核销,he2 xiao1
核酸,he2 suan1
经久,jing1 jiu3
经传,jing1 zhuan4
经典,jing1 dian3
经卷,jing1 juan4
经受,jing1 shou4
经合,Jing1 He2
经商,jing1 shang1
经圈,jing1 quan1
经堂,jing1 tang2
经常,jing1 chang2
经幢,jing1 chuang2
经年,jing1 nian2
经度,jing1 du4
经手,jing1 shou3
核试,he2 shi4
经撞,jing1 zhuang4
经文,jing1 wen2
经书,jing1 shu1
经期,jing1 qi1
经查,jing1 cha2
核苷,he2 gan1
经历,jing1 li4
经济,jing1 ji4
核能,he2 neng2
经营,jing1 ying2
经理,jing1 li3
核素,he2 su4
经由,jing1 you2
经痛,jing1 tong4
核糖,he2 tang2
核算,he2 suan4
经筵,jing1 yan2
经管,jing1 guan3
经籍,jing1 ji2
经纪,jing1 ji4
经纱,jing1 sha1
核球,he2 qiu2
经络,jing1 luo4
经线,jing1 xian4
经纬,jing1 wei3
经脉,jing1 mai4
经费,jing1 fei4
经贸,jing1 mao4
核热,he2 re4
经过,jing1 guo4
经销,jing1 xiao1
核武,he2 wu3
经锦,jing1 jin3
经验,jing1 yan4
核桃,he2 tao5
核柱,he2 zhu4
入院,ru4 yuan4
入关,ru4 guan1
雏鸽,chu2 ge1
入门,ru4 men2
不妙,bu4 miao4
核战,he2 zhan4
入选,ru4 xuan3
核心,he2 xin1
入道,ru4 dao4
核弹,he2 dan4
综合,zong1 he2
综括,zong1 kuo4
综效,zong1 xiao4
综析,zong1 xi1
综理,zong1 li3
综艺,zong1 yi4
综观,zong1 guan1
综计,zong1 ji4
综述,zong1 shu4
核对,he2 dui4
核实,he2 shi2
核定,he2 ding4
入迷,ru4 mi2
核子,he2 zi5
绿化,lu:4 hua4
绿区,lu:4 qu1
绿卡,lu:4 ka3
核威,he2 wei1
绿园,Lu:4 yuan2
核型,he2 xing2
绿地,lu:4 di4
绿坝,Lu:4 ba4
绿岛,Lu:4 dao3
绿春,Lu:4 chun1
绿林,Lu4 lin2
绿树,lu:4 shu4
绿水,lu:4 shui3
绿洲,lu:4 zhou1
绿灯,lu:4 deng1
绿营,Lu:4 ying2
核势,he2 shi4
绿矾,lu:4 fan2
绿箭,Lu:4 jian4
绿肥,lu:4 fei2
绿色,lu:4 se4
核准,he2 zhun3
绿苔,lu:4 tai2
核儿,hu2 r5
绿茵,lu:4 yin1
核仁,he2 ren2
绿茶,lu:4 cha2
绿草,lu:4 cao3
入赘,ru4 zhui4
入药,ru4 yao4
栴檀,zhan1 tan2
入股,ru4 gu3
入肉,ru4 rou4
栲胶,kao3 jiao1
栲栳,kao3 lao3
栲属,kao3 shu3
入声,ru4 sheng1
入联,ru4 lian2
入圣,ru4 sheng4
入籍,ru4 ji2
入禀,ru4 bing3
株连,zhu1 lian2
株距,zhu1 ju4
绿叶,lu:4 ye4
绿豆,lu:4 dou4
株洲,Zhu1 zhou1
株治,zhu1 zhi4
绿阴,lu:4 yin1
株守,zhu1 shou3
入神,ru4 shen2
绿雀,lu:4 que4
绿党,lu:4 dang3
栩栩,xu3 xu3
入睡,ru4 shui4
入眠,ru4 mian2
入盟,ru4 meng2
校验,jiao4 yan4
校际,xiao4 ji4
校阅,jiao4 yue4
校长,xiao4 zhang3
校车,xiao4 che1
校训,xiao4 xun4
校订,jiao4 ding4
校规,xiao4 gui1
校草,xiao4 cao3
校花,xiao4 hua1
校舍,xiao4 she4
校监,xiao4 jian4
校准,jiao4 zhun3
绸子,chou2 zi5
校正,jiao4 zheng4
校歌,xiao4 ge1
校样,jiao4 yang4
校服,xiao4 fu2
校历,xiao4 li4
校庆,xiao4 qing4
校徽,xiao4 hui1
校对,jiao4 dui4
校尉,xiao4 wei4
校官,xiao4 guan1
校外,xiao4 wai4
校场,jiao4 chang3
校地,xiao4 di4
校园,xiao4 yuan2
校友,xiao4 you3
校区,xiao4 qu1
校勘,jiao4 kan1
校刊,xiao4 kan1
校内,xiao4 nei4
校内,Xiao4 nei4
入球,ru4 qiu2
入狱,ru4 yu4
入涅,ru4 nie4
杂乱,za2 luan4
入殓,ru4 lian4
入樽,ru4 zun1
栗鼠,li4 shu3
栗色,li4 se4
栗子,li4 zi5
杂交,za2 jiao1
入月,ru4 yue4
入会,ru4 hui4
绸缎,chou2 duan4
栓塞,shuan1 se4
栓剂,shuan1 ji4
入时,ru4 shi2
入手,ru4 shou3
杂件,za2 jian4
入微,ru4 wei1
入座,ru4 zuo4
柿饼,shi4 bing3
绸缪,chou2 mou2
柿子,shi4 zi5
杂剧,za2 ju4
入学,ru4 xue2
入夜,ru4 ye4
杂务,za2 wu4
杂噪,za2 zao4
杂多,Za2 duo1
入境,ru4 jing4
栅门,zha4 men2
栅篱,zha4 li2
栅栏,zha4 lan2
栅极,shan1 ji2
栅条,zha4 tiao2
栅格,shan1 ge2
栅子,zha4 zi5
杂婚,za2 hun1
杂家,Za2 jia1
杂居,za2 ju1
柴鸡,chai2 ji1
入场,ru4 chang3
柴门,chai2 men2
綦江,Qi2 jiang1
杂工,za2 gong1
柴车,chai2 che1
柴薪,chai2 xin1
柴草,chai2 cao3
入土,ru4 tu3
入围,ru4 wei2
绶带,shou4 dai4
入味,ru4 wei4
柴火,chai2 huo5
杂店,za2 dian4
维修,wei2 xiu1
柴油,chai2 you2
维和,wei2 he2
杂役,za2 yi4
杂念,za2 nian4
柳莺,liu3 ying1
柳体,Liu3 ti3
柳青,Liu3 Qing1
维基,wei2 ji1
维奇,Wei2 qi2
维度,wei2 du4
柳琴,liu3 qin2
维拉,Wei2 la1
柳营,Liu3 ying2
维持,wei2 chi2
维扬,Wei2 yang2
柳河,Liu3 he2
维数,wei2 shu4
柳江,Liu3 jiang1
柳永,Liu3 Yong3
维新,wei2 xin1
维族,Wei2 zu2
柳橙,liu3 cheng2
柳树,liu3 shu4
维权,wei2 quan2
维港,Wei2 Gang3
维特,Wei2 te4
柳条,liu3 tiao2
维珍,wei2 zhen1
柳林,Liu3 lin2
柳杞,liu3 qi3
维生,wei2 sheng1
维稳,wei2 wen3
维管,wei2 guan3
柳州,Liu3 zhou1
维纶,wei2 lun2
维系,wei2 xi4
维萨,Wei2 sa4
柳城,Liu3 cheng2
维护,wei2 hu4
柳园,Liu3 yuan2
维达,Wei2 da2
入口,ru4 kou3
柳南,Liu3 nan2
杂感,za2 gan3
柳北,Liu3 bei3
入侵,ru4 qin1
入住,ru4 zhu4
柳丁,liu3 ding1
入伙,ru4 huo3
杂戏,za2 xi4
入伍,ru4 wu3
柱体,zhu4 ti3
柱石,zhu4 shi2
柱梁,zhu4 liang2
柱子,zhu4 zi5
纲要,gang1 yao4
入世,ru4 shi4
杂技,za2 ji4
纲领,gang1 ling3
龙门,Long2 men2
柯达,Ke1 da2
柯西,Ke1 xi1
网上,wang3 shang4
网卡,wang3 ka3
网友,wang3 you3
网吧,wang3 ba1
网咖,wang3 ka1
网址,wang3 zhi3
网孔,wang3 kong3
柯林,Ke1 lin2
网店,wang3 dian4
柯密,ke1 mi4
网恋,wang3 lian4
柯城,Ke1 cheng2
网易,Wang3 yi4
柯坪,Ke1 ping2
网景,Wang3 jing3
兣,li2 ke4
杂拌,za2 ban4
不如,bu4 ru2
网杓,wang3 shao2
网架,wang3 jia4
网格,wang3 ge2
兡,bai3 ke4
鳖甲,bie1 jia3
鳖裙,bie1 qun2
兞,hao2 ke4
查点,cha2 dian3
查验,cha2 yan4
网桥,wang3 qiao2
查阅,cha2 yue4
查办,cha2 ban4
查证,cha2 zheng4
查调,cha2 diao4
查询,cha2 xun2
查访,cha2 fang3
查核,cha2 he2
查处,cha2 chu3
查考,cha2 kao3
查缉,cha2 ji1
查究,cha2 jiu1
查禁,cha2 jin4
网段,wang3 duan4
查看,cha2 kan4
网民,wang3 min2
查获,cha2 huo4
网片,wang3 pian4
网特,wang3 te4
网球,wang3 qiu2
网瘾,wang3 yin3
查清,cha2 qing1
查核,cha2 he2
网盘,wang3 pan2
查明,cha2 ming2
查探,cha2 tan4
查拳,cha2 quan2
查抄,cha2 chao1
查找,cha2 zhao3
查房,cha2 fang2
网眼,wang3 yan3
查德,Cha2 de2
查帐,cha2 zhang4
查封,cha2 feng1
网禁,wang3 jin4
查夜,cha2 ye4
查问,cha2 wen4
查勘,cha2 kan1
网站,wang3 zhan4
查出,cha2 chu1
网管,wang3 guan3
网箱,wang3 xiang1
网络,Wang3 luo4
兝,fen1 ke4
兜风,dou1 feng1
兜头,dou1 tou2
兜鍪,dou1 mou2
兜卖,dou1 mai4
兜肚,dou1 du5
杂文,za2 wen2
网络,wang3 luo4
柞水,Zha4 shui3
柞栎,zuo4 li4
兜翻,dou1 fan1
兜揽,dou1 lan3
兜捕,dou1 bu3
兜抄,dou1 chao1
柚木,you4 mu4
柚子,you4 zi5
兜底,dou1 di3
兜帽,dou1 mao4
柘黄,zhe4 huang2
柘袍,zhe4 pao2
柘蚕,zhe4 can2
柘丝,zhe4 si1
柘砚,zhe4 yan4
柘浆,zhe4 jiang1
柘树,zhe4 shu4
网罗,wang3 luo2
柘榴,zhe4 liu2
网膜,wang3 mo2
柘荣,Zhe4 rong2
柘弹,zhe4 dan4
柘弓,zhe4 gong1
网蝽,wang3 chun1
柘城,Zhe4 cheng2
杂沓,za2 ta4
网虫,wang3 chong2
柔顺,rou2 shun4
柔韧,rou2 ren4
柔道,rou2 dao4
网袋,wang3 dai4
柔软,rou2 ruan3
柔术,rou2 shu4
网袜,wang3 wa4
网志,wang3 zhi4
网语,wang3 yu3
柔美,rou2 mei3
柔曼,rou2 man4
网购,wang3 gou4
网路,wang3 lu4
网通,wang3 tong1
柔情,rou2 qing2
柔性,rou2 xing4
柔弱,rou2 ruo4
柔嫩,rou2 nen4
柔媚,rou2 mei4
柔和,rou2 he2
网游,wang3 you2
网银,wang3 yin2
柔佛,Rou2 fo2
兜售,dou1 shou4
网关,wang3 guan1
染发,ran3 fa4
网际,wang3 ji4
网页,wang3 ye4
网点,wang3 dian3
兜兜,dou1 dou5
兜儿,dou1 r5
染色,ran3 se4
染织,ran3 zhi1
染病,ran3 bing4
染毒,ran3 du2
染料,ran3 liao4
龙陵,Long2 ling2
缀合,zhui4 he2
染指,ran3 zhi3
染厂,ran3 chang3
染布,ran3 bu4
染上,ran3 shang4
兛,qian1 ke4
兙,shi2 ke4
缀字,zhui4 zi4
柑橘,gan1 ju2
一元,yi1 yuan2
某处,mou3 chu4
某种,mou3 zhong3
某物,mou3 wu4
某某,mou3 mou3
某时,mou3 shi2
某人,mou3 ren2
某些,mou3 xie1
某事,mou3 shi4
杂活,za2 huo2
缀文,zhui4 wen2
缀饰,zhui4 shi4
柏乡,Bai3 xiang1
兖州,Yan3 zhou1
不好,bu4 hao3
綷縩,cui4 cai4
兕觥,si4 gong1
一瞬,yi1 shun4
杂流,za2 liu2
绮井,qi3 jing3
柏油,bai3 you2
柏树,bai3 shu4
绮梦,qi3 meng4
绮室,qi3 shi4
绮年,qi3 nian2
绮思,qi3 si1
柏林,Bo2 lin2
绮想,qi3 xiang3
绮岁,qi3 sui4
柏悦,Bo2 yue4
绮灿,qi3 can4
绮窗,qi3 chuang1
柏崎,Bai3 qi2
绮筵,qi3 yan2
绮绣,qi3 xiu4
绮罗,qi3 luo2
兔爸,tu4 ba4
杂凑,za2 cou4
杂烩,za2 hui4
杂牌,za2 pai2
兔径,tu4 jing4
柊叶,zhong1 ye4
兔年,tu4 nian2
杂物,za2 wu4
杂环,za2 huan2
柄臣,bing3 chen2
柄权,bing3 quan2
柄政,bing3 zheng4
柄国,bing3 guo2
兔子,tu4 zi5
兔唇,tu4 chun2
鳟鱼,zun1 yu2
儿马,er2 ma3
杂碎,za2 sui4
杂税,za2 shui4
枸橼,ju3 yuan2
绮衣,qi3 yi1
枸杞,gou3 qi3
儿童,er2 tong2
儿科,er2 ke1
儿歌,er2 ge1
枷锁,jia1 suo3
枷销,jia1 xiao1
枷板,jia1 ban3
绮语,qi3 yu3
儿时,er2 shi2
架设,jia4 she4
绮貌,qi3 mao4
架空,jia4 kong1
架次,jia4 ci4
架桥,jia4 qiao2
架构,jia4 gou4
架式,jia4 shi5
绮陌,qi3 mo4
架子,jia4 zi5
架势,jia4 shi5
绮云,qi3 yun2
绮靡,qi3 mi3
绮丽,qi3 li4
儿戏,er2 xi4
杂种,za2 zhong3
儿孙,er2 sun1
儿子,er2 zi5
杂糅,za2 rou2
杂粮,za2 liang2
儿媳,er2 xi2
枯叶,ku1 ye4
杂耍,za2 shua3
枯萎,ku1 wei3
绽放,zhan4 fang4
枯草,ku1 cao3
枯茗,ku1 ming2
枯竭,ku1 jie2
绽破,zhan4 po4
枯燥,ku1 zao4
绽线,zhan4 xian4
枯水,ku1 shui3
枯槁,ku1 gao3
枯朽,ku1 xiu3
绽裂,zhan4 lie4
枯木,ku1 mu4
枯干,ku1 gan1
儿女,er2 nu:3
杂色,za2 se4
枝解,zhi1 jie3
枝蔓,zhi1 man4
枝叶,zhi1 ye4
绽开,zhan4 kai1
枝节,zhi1 jie2
绽露,zhan4 lu4
枝江,Zhi1 jiang1
枝桠,zhi1 ya1
枝条,zhi1 tiao2
枝枒,zhi1 ya1
枝晶,zhi1 jing1
枝子,zhi1 zi5
儿化,er2 hua4
枝城,Zhi1 cheng2
枝丫,zhi1 ya1
一瞥,yi1 pie1
一睹,yi1 du3
果酱,guo3 jiang4
果酒,guo3 jiu3
果农,guo3 nong2
果蝇,guo3 ying2
绰约,chuo4 yue1
果蔬,guo3 shu1
果若,guo3 ruo4
果胶,guo3 jiao1
果腹,guo3 fu4
果脯,guo3 fu3
果肉,guo3 rou4
果糖,guo3 tang2
果粉,guo3 fen3
果穗,guo3 sui4
果真,guo3 zhen1
果皮,guo3 pi2
果然,guo3 ran2
绰号,chuo4 hao4
鳝鱼,shan4 yu2
不大,bu4 da4
果洛,Guo3 luo4
果决,guo3 jue2
绵亘,mian2 gen4
果汁,guo3 zhi1
果树,guo3 shu4
果木,guo3 mu4
果期,guo3 qi1
果断,guo3 duan4
绵力,mian2 li4
果敢,guo3 gan3
果播,guo3 bo1
绵子,mian2 zi5
果岭,guo3 ling3
绵密,mian2 mi4
绵延,mian2 yan2
果实,guo3 shi2
绵惙,mian2 chuo4
绵竹,Mian2 zhu2
绵绸,mian2 chou2
绵绵,mian2 mian2
果子,guo3 zi5
绵羊,mian2 yang2
果报,guo3 bao4
果园,guo3 yuan2
果啤,guo3 pi2
果品,guo3 pin3
绵联,mian2 lian2
果冻,guo3 dong4
绵薄,mian2 bo2
绵连,mian2 lian2
免黜,mian3 chu4
枚举,mei2 ju3
枚卜,mei2 bu3
枚乘,Mei2 Cheng2
免除,mian3 chu2
杂草,za2 cao3
免遭,mian3 zao1
枘凿,rui4 zuo4
杂记,za2 ji4
绵远,mian2 yuan3
林雕,lin2 diao1
绵邈,mian2 miao3
绵阳,Mian2 yang2
免赔,mian3 pei2
杂志,za2 zhi4
林边,Lin2 bian1
林逋,Lin2 Bu1
绲边,gun3 bian1
杂说,za2 shuo1
林西,Lin2 xi1
林薮,lin2 sou3
免费,mian3 fei4
杂谈,za2 tan2
林茨,Lin2 ci2
杂货,za2 huo4
紧俏,jin3 qiao4
林芝,Lin2 zhi1
紧密,jin3 mi4
林肯,Lin2 ken3
林县,Lin2 xian4
林纾,Lin2 Shu1
林立,lin2 li4
紧巴,jin3 ba1
林甸,Lin2 dian4
林火,lin2 huo3
林冲,Lin2 Chong1
林业,lin2 ye4
林森,Lin2 Sen1
林村,Lin2 Cun1
林木,lin2 mu4
紧张,jin3 zhang1
林旭,Lin2 Xu4
紧急,jin3 ji2
紧扣,jin3 kou4
紧抱,jin3 bao4
紧接,jin3 jie1
紧握,jin3 wo4
紧挤,jin3 ji3
林彪,Lin2 Biao1
紧凑,jin3 cou4
林州,Lin2 zhou1
紧盯,jin3 ding1
林学,lin2 xue2
林子,lin2 zi5
林奈,lin2 nai4
林壑,lin2 he4
林场,lin2 chang3
林堡,lin2 bao3
林地,lin2 di4
紧绌,jin3 chu4
林园,Lin2 yuan2
紧紧,jin3 jin3
林周,Lin2 zhou1
紧缩,jin3 suo1
紧绷,jin3 beng1
紧裹,jin3 guo3
林口,Lin2 kou3
林卡,lin2 ka3
林区,lin2 qu1
紧要,jin3 yao4
紧贴,jin3 tie1
林内,Lin2 nei4
紧跟,jin3 gen1
紧身,jin3 shen1
免职,mian3 zhi2
免签,mian3 qian1
枕骨,zhen3 gu3
紧迫,jin3 po4
紧追,jin3 zhui1
枕头,zhen3 tou5
枕藉,zhen3 jie4
枕叶,zhen3 ye4
枕葄,zhen3 zuo4
紧逼,jin3 bi1
紧邻,jin3 lin2
枕木,zhen3 mu4
紧闭,jin3 bi4
紧集,jin3 ji2
枕心,zhen3 xin1
紧靠,jin3 kao4
枕席,zhen3 xi2
枕巾,zhen3 jin1
免税,mian3 shui4
枕套,zhen3 tao4
枕块,zhen3 kuai4
绯红,fei1 hong2
杂费,za2 fei4
杂质,za2 zhi4
杂遝,za2 ta4
析疑,xi1 yi2
绯闻,fei1 wen2
析出,xi1 chu1
杂配,za2 pei4
杂录,za2 lu4
杂集,za2 ji2
免疫,mian3 yi4
枋山,Fang1 shan1
免于,mian3 yu2
枋寮,Fang1 liao2
免提,mian3 ti2
枉顾,wang3 gu4
枉费,wang3 fei4
枉然,wang3 ran2
枉法,wang3 fa3
枉死,wang3 si3
枉攘,wang3 rang3
枉径,wang3 jing4
枉劳,wang3 lao2
免掉,mian3 diao4
免得,mian3 de5
枇杷,pi2 pa5
杂音,za2 yin1
板鼓,ban3 gu3
板鸭,ban3 ya1
免受,mian3 shou4
杂项,za2 xiang4
板车,ban3 che1
板规,ban3 gui1
杂食,za2 shi2
板脸,ban3 lian3
板胡,ban3 hu2
杂盐,za2 yan2
板结,ban3 jie2
板纸,ban3 zhi3
板砖,ban3 zhuan1
板眼,ban3 yan3
板皮,ban3 pi2
板球,ban3 qiu2
板状,ban3 zhuang4
板牙,ban3 ya2
板烟,ban3 yan1
板滞,ban3 zhi4
板油,ban3 you2
绪言,xu4 yan2
板桥,Ban3 qiao2
板楼,ban3 lou2
板桩,ban3 zhuang1
绪论,xu4 lun4
板条,ban3 tiao2
不够,bu4 gou4
板栗,ban3 li4
一价,yi1 jia4
板板,ban3 ban3
板书,ban3 shu1
板斧,ban3 fu3
兑现,dui4 xian4
板擦,ban3 ca1
板房,ban3 fang2
鳜鱼,gui4 yu2
板岩,ban3 yan2
板子,ban3 zi5
板壁,ban3 bi4
缄默,jian1 mo4
兑换,dui4 huan4
板块,ban3 kuai4
板刷,ban3 shua1
板凳,ban3 deng4
兑付,dui4 fu4
不外,bu4 wai4
松鼠,song1 shu3
线上,xian4 shang4
松鸦,song1 ya1
松香,song1 xiang1
线下,xian4 xia4
松露,song1 lu4
松鸡,song1 ji1
线人,xian4 ren2
松阳,Song1 yang2
线圈,xian4 quan1
线图,xian4 tu2
线团,xian4 tuan2
松蘑,song1 mo2
松菌,song1 jun4
松茸,song1 rong2
线性,xian4 xing4
线杆,xian4 gan3
线条,xian4 tiao2
松科,song1 ke1
松石,song1 shi2
松田,Song1 tian2
松瓤,song1 rang2
线段,xian4 duan4
松潘,Song1 pan1
松滋,Song1 zi1
线状,xian4 zhuang4
松溪,Song1 xi1
线索,xian4 suo3
松江,Song1 jiang1
松树,song1 shu4
线绳,xian4 sheng2
线缆,xian4 lan3
松柏,song1 bai3
线虫,xian4 chong2
线西,Xian4 xi1
松果,song1 guo3
松木,song1 mu4
松明,song1 ming2
线路,xian4 lu4
线轴,xian4 zhou2
线锯,xian4 ju4
松岭,Song1 ling3
松岛,Song1 dao3
鼓动,gu3 dong4
松山,Song1 shan1
鳞伤,lin2 shang1
鸡丁,ji1 ding1
缉拿,ji1 na2
松原,Song1 yuan2
缉捕,ji1 bu3
松北,Song1 bei3
缉查,ji1 cha2
松仁,song1 ren2
缉毒,ji1 du2
缉获,ji1 huo4
缉私,ji1 si1
松下,Song1 xia4
鸡冠,Ji1 guan1
鸡冠,ji1 guan1
鸡块,ji1 kuai4
鸡奸,ji1 jian1
克隆,ke4 long2
鸡奸,ji1 jian1
鸡婆,ji1 po2
鸡巴,ji1 ba5
鸡年,ji1 nian2
鸡排,ji1 pai2
鸡掰,ji1 bai1
杳霭,yao3 ai3
杳茫,yao3 mang2
杳眇,yao3 miao3
杳然,yao3 ran2
缉访,ji1 fang3
鸡东,Ji1 dong1
缎子,duan4 zi5
杳渺,yao3 miao3
杳杳,yao3 yao3
缎布,duan4 bu4
杳冥,yao3 ming2
鸡枞,ji1 zong1
鸡毛,ji1 mao2
缎带,duan4 dai4
东丽,Dong1 li4
缎织,duan4 zhi1
东魏,Dong1 Wei4
鸡汤,ji1 tang1
缔约,di4 yue1
东面,dong1 mian4
缔结,di4 jie2
缔造,di4 zao4
鸡泽,Ji1 ze2
东非,dong1 Fei1
鸡珍,ji1 zhen1
东阳,Dong1 yang2
缘何,yuan2 he2
东陵,Dong1 ling2
缘分,yuan2 fen4
东阿,Dong1 e1
缘故,yuan2 gu4
缘由,yuan2 you2
东乡,Dong1 xiang1
东郭,Dong1 guo1
缘起,yuan2 qi3
东部,dong1 bu4
缘饰,yuan2 shi4
东边,dong1 bian5
鸡眼,ji1 yan3
东辽,Dong1 liao2
鸡肉,ji1 rou4
